Tool,DOI,Programming_Language,Details,Source,License,Underlying_algorithms,Underlying_assumptions,Strengths_weaknesses,Overall_performance,OxfordNanopore,PacBio,tenxGenomics,BionanoGenomics,HiC,fast5FileProcessing,Basecalling,LongReadOverlapping,DenovoAssembly,Alignment,Scaffolding,GeneratingConsensusSequence,ErrorCorrectionAndPolishing,EvaluatingExisitingMethods,IsoformDetection,BaseModificationDetection,QualityChecking,SNPAndVariantAnalysis,Visualisation,ReadQuantification,SuitableForSingleCellExperiments,TestedOnHumanData,TestedOnNonHumanData,Normalisation,ProvideSummaryStatistics,QualityTrimming,AvailablityOfTestData,Transcriptomics,GapFilling,AnalysisPipelines,Simulators,QualityFiltering,Demultiplexing,Metagenomics,TaxonomicClassification,polyALengthEstimation,RNAStructure,FusionDetection,CoexpressionAnalysis,DataStructures,cfDNActDNA
RetroInspector,10.1038/s41598-025-98847-7,"Python, R",Pipeline for detecting and annotating TE insertions/deletions from nanopore long reads.,https://github.com/javiercguard/retroinspector,MIT,"Alignment (minimap2), SV calling (cuteSV/Sniffles2), TE annotation (RepeatMasker), genotyping and merging (SURVIVOR).",,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RMNet,10.2174/0113894501405283250627072052,Python,Cross-species m6A site identification using deep learning; applicable to nanopore data.,https://github.com/liqingwen98/RMNet,MIT License,CNN/LSTM-based sequence models with transfer learning for m6A.,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Autocycler,10.1101/2025.05.12.653612,Python,Automates circularization and polishing of small genomes/plasmids from long reads.,https://github.com/rrwick/Autocycler,GPL-3.0,Iterative assembly/circularization and polishing workflow.,,,,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
TRGT-denovo,10.1101/2024.07.16.600745,"Python, Rust",De novo genotyping of tandem repeats from PacBio HiFi reads.,https://github.com/PacificBiosciences/trgt-denovo,BSD-3-Clause,Local repeat-aware assembly and repeat motif inference from HiFi reads.,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ISAtools,10.21203/rs.3.rs-7019918/v1,Python,Full-length isoform reconstruction toolkit for long-read RNA-seq.,https://github.com/Chenhu7/ISAtools,GPL-3.0,full-length RNA isoform reconstruction and quantification from long-read RNA sequencing data,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRsv,10.1186/s13059-025-03718-z,Perl,"Detection and Genotyping of Tandem Repeat Expansion/Contraction, Structural Variants (SVs), and Indels using Long Reads",https://github.com/stat-lab/TRsv,GPL-3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ConsensusSV-ONT,10.1038/s41598-025-01486-1,"Python, Nextflow",Consensus-based ONT structural variant calling pipeline combining multiple callers.,https://github.com/SFGLab/ConsensuSV-ONT-pipeline/,,"Aggregates calls from cuteSV, Sniffles2, SVIM; consensus and filtering to improve precision.",,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ModiDec,10.1093/nar/gkaf673,Python,"�a deep-learning-based classifier able to identify and distinguish multiple RNA modifications (N6-methyladenosine, inosine, pseudouridine, 2_-O-methylguanosine, and�N1-methyladenosine) using direct RNA sequencing.",https://github.com/mem3nto0/ModiDeC-RNA-modification-classifier,Copyright Alagna,Signal distribution decomposition; differential-modification modeling.,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lancet2,10.1101/2025.02.18.638852,C++,A somatic variant caller using localized assembly for high accuracy in detecting mutations,https://github.com/nygenome/lancet2,BSD 3-Clause License,Localized de Bruijn graph assembly,Assumes high-quality input reads and accurate alignment,Provides high sensitivity and precision for detecting somatic mutations,Outperforms other callers in precision-recall benchmarks,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MoDorado,10.1101/2025.02.18.638820,Python,Enhanced detection of tRNA modifications in nanopore sequencing by off-label use of modification callers,https://github.com/KleistLab/MoDorado,MIT License,Utilizes existing modification detection algorithms for tRNA modification analysis,Assumes accurate basecalling and alignment of nanopore sequencing reads,Improves sensitivity and specificity in detecting tRNA modifications compared to previous methods,Demonstrated high accuracy in benchmarking studies,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Argo,10.1038/s41467-025-57088-y,Python,Species-resolved profiling of antibiotic resistance genes in complex metagenomic samples,https://github.com/xinehc/argo,MIT License,Long-read overlapping and species assignment using minimap2 and GTDB,Assumes accurate long-read sequencing data and reliable species reference databases,Provides rapid and precise identification of antibiotic resistance genes with species-level resolution,Demonstrated high accuracy in complex environmental samples,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
GNASTy,10.1101/2024.02.11.579857,,"Pangenome graph-based Nanopore Adaptive Sampling, presented in our tool GNASTy, is a sensitive, portable and cost-effective method for Streptococcus pneumoniae surveillance.",https://doi.org/10.5281/zenodo.10581132,GPL-3.0,based on Readfish,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TiPPo,10.1101/2024.01.29.577798,"Perl, C++", User-Friendly Tool for De Novo Assembly of Organellar Genomes with HiFi Data,https://github.com/Wenfei-Xian/TIPP,GPL-3.0,"Flye, minimap2, KMC3, GraphAligner",,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blackbird,10.1093/bioadv/vbaf151,C++,structural variant detection using synthetic and low-coverage long-reads,https://github.com/1dayac/Blackbird,,novel hybrid alignment- and local-assembly-based algorithm,,,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sTELLeR,10.1093/bioinformatics/btae686,Python,Detecting transposable elements in long-read genomes,https://github.com/kristinebilgrav/sTELLeR,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clair3-RNA,10.1101/2024.11.17.624050,Python,small variant caller for long-read RNA sequencing data,https://github.com/HKU-BAL/Clair3-RNA,BSD 3-Clause License,deep learning,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Coral,10.21203/rs.3.rs-5396864/v1,Python,a dual context-aware basecaller for nanopore direct RNA sequencing,https://github.com/BioinfoSZU/Coral,Apache-2.0 License,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
FocalSV,10.1101/2024.11.21.624735;10.1101/gr.280282.124,"C++, Python",region-based structural variant (SV) assembly and refinement using long-read sequencing data,https://github.com/maiziezhoulab/FocalSV,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pod5viewer,10.1093/bioinformatics/btae665,Python,GUI for inspecting raw nanopore sequencing data,https://github.com/dietvin/pod5Viewer,GPL-3.0,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DeepPlant,10.1038/s41467-025-58576-x,"C++, Python",5mC detection in plants from nanopore sequencing,https://github.com/xiaochuanle/DeepPlant,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TDFPS-Designer,10.1186/s13059-024-03423-3,,barcode design and selection in nanopore sequencing,https://github.com/junhaiqi/TDFPSDesigner,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TrAnnoScope,10.3390/genes15121547,"Python, R, Shell",process long and short reads to generate full-length transcripts and perform comprehensive functional annotation.,https://github.com/aysevllpkts/TrAnnoScope,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
MetaCONNET,10.1371/journal.pone.0313515,"Python, C++",metagenomic polishing tool for long-read assemblies,https://github.com/Axbio/MetaCONNET,,,,,,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
StarPhase,10.1101/2024.12.10.627527,Rust,Comprehensive Phase-Aware Pharmacogenomic Diplotyper for Long-Read Sequencing Data,https://github.com/PacificBiosciences/pb-StarPhase,Pacific Biosciences Software Licence Agreement,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ouro-Tools,10.1101/2025.01.17.633678,Python,long-read scRNA-seq�toolkit,https://github.com/ahs2202/ouro-tools,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
isONform,10.1093/bioinformatics/btad264,Python,Reference-free transcriptome assembly,https://github.com/aljpetri/isONform,GPL-3.0,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Bambu-Clump,10.1101/2024.12.30.630828,R,"Isoform-level discovery, quantification and fusion analysis from single-cell and spatial long-read RNA-seq data",https://github.com/GoekeLab/bambu/tree/Bambu-Clump_biorxiv,GPL-3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
VirDetector,10.1093/bioinformatics/btaf029,Nextflow,bioinformatic pipeline for virus surveillance using nanopore sequencing,https://github.com/NLKaiser/VirDetector,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
SUMMER,10.1007/s10142-025-01534-z,Python,clinical variation detection via nanopore sequencing raw reads,https://github.com/carolhuaxia/summer,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
SAKit,10.1101/2023.03.06.531407,docker,identifying novel protein caused by variant events at genomic and transcriptic level,https://hub.docker.com/r/therarna/sakit,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Nanodynamo,10.1038/s41467-024-51917-2,R,studying the dynamics of RNA metabolism through mathematical modelling and native RNA profiling,https://github.com/mfurla/Nanodynamo,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SqueezeCall,10.46471/gigabyte.148,Python,nanopore basecalling using a Squeezeformer network,https://github.com/labcbb/SqueezeCall,MIT License,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CiFi,10.1101/2025.01.31.635566,Shell,long-read chromatin conformation capture,https://github.com/mydennislab/CiFi,,,,,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SV-JIM,10.1016/j.ymeth.2024.12.015,Python,pairwise structural variant calling using long-reads and genome assemblies,https://github.com/USask-BINFO/SV-JIM,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Modena,10.1093/nar/gkae1168,Python,nanopore-based computational method for detecting a wide spectrum of epigenetic and epitranscriptomic modifications,https://github.com/sbidin/modena,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SVScope,10.1101/2025.02.11.636543,Python,A somatic structural variation caller based on long-read technology,https://github.com/Goatofmountain/SVscope,Apache-2.0 License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
longcallD,,C,A local-haplotagging-based small and structural variant caller,https://github.com/yangao07/longcallD,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NoTrAmp,,Python,Normalization and Trimming of amplicon sequencing data,https://github.com/simakro/NoTrAmp,BSD-2-Clause License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DeepARG,10.1186/s40168-018-0401-z,Python,A deep learning based approach to predict Antibiotic Resistance Genes (ARGs) from metagenomes,https://github.com/gaarangoa/deeparg,MIT License,"It provides two models,deepARG-SS and deepARG-LS.",,"The deep learning models developed here offer more accurate antimicrobial resistance annotation relative to current bioinformatics practice. DeepARG does not require strict cutoffs, which enables identification of a much broader diversity of ARGs.",,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
NanoRMS2,10.1101/2023.11.13.566801,Python,"NanoRMS2 is a pipeline for detection of DNA/RNA modifications. It requires two samples that differ in modification status, for example KO and WT.",https://github.com/novoalab/nanoRMS2/,,"KS-test, semi-supervised learning, KNN, random forest",,"allows partially modified samples, unsupervised: detects modified sites/motifs",,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ScIsoX,10.1101/2025.04.28.650897,R,Multidimensional Framework for Measuring Isoform-Level Transcriptomic Complexity in Single Cells,https://github.com/ThaddeusWu/ScIsoX,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
nanoCEM,10.1093/nargab/lqae052,Python,�visualizing current events at modification sites of nanopore sequencing,https://github.com/lrslab/nanoCEM,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
STRkit,10.1101/2025.03.25.645269,Python,"precise, read-level genotyping of short tandem repeats using long reads and single-nucleotide variation",https://github.com/davidlougheed/strkit/,GPL-3.0 License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Realfreq,10.1101/2025.01.23.634192,"C, Shell",Real-time base modification analysis for nanopore sequencing,https://github.com/imsuneth/realfreq,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tranquillyzer,10.1101/2025.07.25.666829,Python,"Tranquillyzer�(TRANscript�QUantification�In�Long reads-anaLYZER), is a flexible, architecture-aware deep learning framework for processing long-read single-cell RNA-seq data",https://github.com/huishenlab/tranquillyzer,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Nanoident,10.1093/bioinformatics/btaf397,"R, Python",multi-column convolutional neural network model for typing (the identification of methylation types) and fine mapping (the identification of methylated base positions) of various bacterial methylation motifs using Nanopore Sequencing,https://github.com/cz-csu/Nanoident,BSD-3-Clause-Clear license,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kivvi,,,KIV2/D4Z4 genotyper using HiFi WGS data,https://github.com/PacificBiosciences/kivvi,Pacific Biosciences Software Licence Agreement,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mitorsaw,,,identifies and quantifies mitochondrial variants,https://github.com/PacificBiosciences/mitorsaw,Pacific Biosciences Software Licence Agreement,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Minimod,10.1101/2025.07.16.665072,C,vendor-agnostic tool designed to extract and analyse any type of base modification from sequencing data generated by any platform that supports MM/ML tags,https://github.com/warp9seq/minimod,MIT License,,takes in modbam with MM/ML tags,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SpliceCoord,10.1101/2025.08.20.671187,R,identify coordinated exon splicing events from long-read transcriptome sequencing data,https://github.com/pgupta3005/SpliceCoord,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
nanoMDBG,10.1101/2025.04.22.649928,C++,metagenome assembly from nanopore reads,https://github.com/GaetanBenoitDev/metaMDBG,MIT License,compacted de Bruijn graphs,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ParaHAT,10.1186/s12859-025-06129-w,C++,Fast noisy long read alignment with multi-level parallelism,https://github.com/nudt-bioinfo/ParaHAT,,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Verkko2,10.1101/gr.280383.124,,"telomere-totelomere genome assembly, phasing, and scaffolding",https://github.com/marbl/verkko,,"Canu, MBG, GraphAligner",Pacbio HiFi + UL ONT data + proximity ligation,,,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
KMA,10.1093/nargab/lqaf116,C,allele-typing without assembly,https://bitbucket.org/genomicepidemiology/kma,Apache-2.0 License,ConClave,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
RNA-tailor,10.1101/2025.09.09.673982,Snakemake,tool designed to precisely inventory the repertoire of alternatively spliced transcripts for a gene of interest from long reads.,https://gitlab.univ-lille.fr/bilille/RNA-tailor,,"blastn, exonerate, minimap2, seqtk",,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
MysteryMaster,10.1186/s12859-025-06266-2,"C++, Java",improve demultiplexing and reduce unclassified reads from nanopore sequencing data,https://bitbucket.org/NPC239/mysterymaster/src/main/,GNU General Public License v3.0,built around the Cola aligner,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Barbell,10.1101/2025.10.22.683865,Rust,pattern-aware demultiplexing of nanopore sequencing data,https://github.com/rickbeeloo/barbell,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Alice,10.1101/2025.09.29.679204,C++,fast and haplotype-aware assembly of high-fidelity reads based on MSR sketching,https://github.com/RolandFaure/alice-asm,�AGPL-3.0 license,"Mapping-friendly Sequence Reduction (MSR) sketches, a sketching method for high-fidelity (HiFi) long reads",,,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
needLR,10.48550/arXiv.2512.08175,C++,Long-read structural variant annotation with population-scale frequency estimation,https://github.com/jgust1/needLR,MIT License,command line tool that uses Truvari merging to compare query structural variant (SV) vcfs to our collection of 1000 Genomes Project,"dependencies including Truvari v4.2.2, BEDTools v2.31.1, and BCFtools v1.19",,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
LongPhase-S,10.1101/2025.11.20.689492,"C, C++",somatic haplotyping for tumour-normal pairs with purity estimation,https://github.com/CCU-Bioinformatics-Lab/longphase-s,GPL-3.0 License,"program for somatic haplotagging and tumor purity estimation from tumor-normal pair long-read sequencing data. It also supports germline variant phasing and haplotagging, and is based on�LongPhase�(v2.0.0)",,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SWARM,10.64898/2025.12.18.695332,"C++, Python","Detection of pseudouridine, m6A, and m5C on individual molecules from direct RNA nanopore signals",https://github.com/comprna/SWARM,,,alignment-based modification detection,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ModkitOpt,10.64898/2025.12.19.695383,"Nextflow, R, Python",Systematic optimisation of modkit parameters for accurate nanopore-based RNA modification detection,https://github.com/comprna/modkitopt,MIT License,modkit,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Wakhan,10.64898/2025.12.11.25342098,Python,haplotype-specific chromosome-scale somatic copy number aberrations and aneuploidy using long reads,https://github.com/KolmogorovLab/Wakhan,MIT License,,requires tumour BAM and phased VCF (normal or tumour),,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ViMOP,10.1093/bioinformatics/btaf687,"Nextflow, Python, Groovy",Pipeline for detecting known virus species in untargeted Oxford Nanopore sequencing data and reconstructing their genomes,https://github.com/opr-group-bnitm/vimop,MIT License,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
KuPID,10.64898/2025.12.05.692400,"Rust, Python",Kmer-based Upstream Preprocessing for Isoform Discovery,https://github.com/mboro2000/KuPID,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HiFiCCL,10.1002/advs.202515308,Python,Reference-Guided Chromosome-by-Chromosome de novo Assembly at Scale Using Low-Coverage High-Fidelity Long-Reads,https://github.com/zjjbuqi/HiFiCCL,MIT license,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
isoSeQL,10.1093/bioinformatics/btaf680,"Python, Shell",comparing long-read isoforms across multiple datasets,https://github.com/christine-liu/isoSeQL,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
RNA BaseCode,10.64898/2025.12.09.693136,"Python, Shell",Synthetic long-read RNA sequencing method using error-prone reverse transcription barcoding on short-read platforms.,https://github.com/BasicGenomics/Base-CodeGenerate,,Mutation-pattern clustering; Spectral error alignment; Full-length cDNA reconstruction.,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SNooPy,10.64898/2025.12.01.691549,Python,Statistical framework for metagenomic variant calling agnostic to ploidy/strain count.,https://github.com/rolandfaure/SNooPy,GPL-3.0 License,Non-parametric correlation test of read columns; Linkage disequilibrium analysis.,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CycSim,10.64898/2025.12.04.692264,Rust,Context-aware long-read simulator with Bayesian optimization for parameter tuning.,https://github.com/BioEarthDigital/CycSim,MIT License,K-mer context-dependent error modeling; Bayesian optimization (Optuna).,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
RAPID,10.64898/2025.12.30.25342835,"Snakemake, Python",Targeted long-read RNA workflow for clinical resolution of splicing VUS in rare disease.,https://github.com/KylieMontgomery/RAPID,,Splice-aware alignment (minimap2); Proportional isoform usage comparison.,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
MethylSeqR,10.1101/2025.11.10.687705,R,"An R package for efficient analysis and visualization of modified nucleotide data from long-read sequencing, including CpG methylation and other base modifications. Uses a compact CH3 file format for efficient storage of native base modification calls.",https://github.com/AmrR101/MethylSeqR,,Database creation; quality control; differential methylation analysis; visualization,Designed for direct whole methylome sequencing (dWMS) data from long-read platforms,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
